Team Number,Match Number,Team Color,Scout Initals,Cone High Auto,Cone Mid Auto,Cone Low Auto,Cube High Auto,Cube Mid Auto,Cube Low Auto,Mobility Auto,Balance Auto,Cones Collected,Cubes Collected,Cone High,Cone Mid,Cone Low,Cube High,Cube Mid,Cube Low,Cone High (Full Grid),Cone Mid (Full Grid),Cone Low (Full Grid),Cube High (Full Grid),Cube Mid (Full Grid),Cube Low (Full Grid),Endgame Teleop,How in the way of own alliance (none (0) to lots (10)),How tippy (none (0) to lots (10)),How many penalties (none (0) to lots (10)),How speedy (0 (low speed) - 10 (high speed)),Swerve,Died?,Notes,Time Uploaded
"8808","70",Blue,"AK",0,0,0,0,0,0,Mobility,None,0,4,0,0,0,0,2,0,0,0,0,0,0,0,Park,4,5,0,4,No,No,"Bad Intake fails to place high not consistent ",Fri Apr 21 2023 13:25:01 GMT+0000 (Coordinated Universal Time)
"857","70",Red,"Hh ",1,0,0,0,0,0,Mobility,None,6,0,2,3,0,0,0,0,0,0,0,0,0,0,Docked,0,0,0,0,Yes,Yes,"Died momentarily, spinning while going across field possible issue, consistent cone",Fri Apr 21 2023 13:25:12 GMT+0000 (Coordinated Universal Time)
"8847","71",Blue,"AJ",0,0,0,0,0,0,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Engaged,0,0,0,0,Yes,No,"",Fri Apr 21 2023 13:29:26 GMT+0000 (Coordinated Universal Time)
"1816","71",Red,"Hh",1,0,0,0,0,0,Mobility,Engaged,4,2,1,2,1,1,1,0,0,0,0,0,0,0,Engaged,0,5,0,6,Yes,No,"Bad with high speed bumps(cable protected and charge station",Fri Apr 21 2023 13:30:17 GMT+0000 (Coordinated Universal Time)
"3478","71",Red,"JW",1,0,0,0,0,0,Mobility,None,4,2,1,2,0,1,1,0,0,0,0,0,0,0,Engaged,0,0,0,6,Yes,No,"",Fri Apr 21 2023 13:30:25 GMT+0000 (Coordinated Universal Time)
"5553","71",Red,"LP",0,0,0,0,0,1,Mobility,None,2,1,2,0,0,1,0,0,0,0,0,0,0,0,None,0,0,0,0,No,Yes,"Slow place but fast at substations died midway to through match",Fri Apr 21 2023 13:31:00 GMT+0000 (Coordinated Universal Time)
"955","71",Blue,"AK",1,0,0,0,0,0,Mobility,None,3,1,2,0,0,1,0,0,0,0,0,0,0,0,Engaged,1,2,0,5,Yes,No,"",Fri Apr 21 2023 13:31:03 GMT+0000 (Coordinated Universal Time)
"9084","71",Blue,"MR",1,0,0,0,0,0,None,None,4,2,2,1,0,1,1,2,0,0,0,0,0,0,Park,1,0,0,7,Yes,No,"quick. bad decisions for game piece placement at end of match.",Fri Apr 21 2023 13:31:33 GMT+0000 (Coordinated Universal Time)
"4069","72",Blue,"AJ",0,0,0,1,0,0,Attempted Mobility,None,5,1,2,2,1,0,1,1,0,0,0,0,0,0,Engaged,0,0,0,9,Yes,No,"Great and consistent ",Fri Apr 21 2023 13:37:56 GMT+0000 (Coordinated Universal Time)
"9030","72",Red,"LP",0,0,0,1,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engaged,2,3,0,3,No,No,"Don’t pick: tank drive can’t pick up from ground didn’t try substation ",Fri Apr 21 2023 13:38:21 GMT+0000 (Coordinated Universal Time)
